样本编号,来源文件,决策时刻,主玩家ID,主玩家队伍,主玩家角色,决策日志,决策内容,决策参数1,决策参数2,主玩家位置X,主玩家位置Y,主玩家位置Z,主玩家武器偏航角,主玩家武器俯仰角,主玩家速度X,主玩家速度Y,主玩家速度Z,主玩家速度大小,主玩家相机X坐标,主玩家相机Y坐标,主玩家相机Z坐标,主玩家视野范围,主玩家开镜状态,主玩家Buff数量,主玩家Buff列表,当前已追踪玩家数量,敌方玩家数量,队友玩家数量,敌人平均距离,队友平均距离,10米内敌人数,20米内敌人数,10米内队友数,20米内队友数,最近敌人ID,最近敌人队伍,最近敌人角色,最近敌人距离,最近敌人相对位置X,最近敌人相对位置Y,最近敌人相对位置Z,最近敌人位置X,最近敌人位置Y,最近敌人位置Z,最近敌人武器偏航角,最近敌人武器俯仰角,最近敌人速度X,最近敌人速度Y,最近敌人速度Z,最近敌人速度大小,最近敌人相机X坐标,最近敌人相机Y坐标,最近敌人相机Z坐标,最近敌人视野范围,最近敌人开镜状态,最近敌人Buff数量,最近敌人Buff列表,最近队友ID,最近队友队伍,最近队友角色,最近队友距离,最近队友相对位置X,最近队友相对位置Y,最近队友相对位置Z,最近队友位置X,最近队友位置Y,最近队友位置Z,最近队友武器偏航角,最近队友武器俯仰角,最近队友速度X,最近队友速度Y,最近队友速度Z,最近队友速度大小,最近队友相机X坐标,最近队友相机Y坐标,最近队友相机Z坐标,最近队友视野范围,最近队友开镜状态,最近队友Buff数量,最近队友Buff列表
214,task/0214.txt,20.0,5268,4,威龙,,,,,6522.0,-225.1,-4681.1,9.5,356.6,3.2,0.0,0.5,3.23882694814033,6522.0,-224.5,-4681.1,104.8,0.0,3,824；825；826,16,5,2,143.16137534892152,90.22380443765354,0,0,0,0,0573,1,疾风,50.93093362584286,49.80000000000018,2.4000000000000057,-10.399999999999636,6571.8,-222.7,-4691.5,215.6,350.2,-2.8,0.0,-1.7,3.27566787083184,6571.8,-222.0,-4691.5,97.6,0.0,1,823,6533,4,露娜,52.11074745194192,-9.699999999999818,0.0,51.20000000000073,6512.3,-225.1,-4629.9,310.8,1.1,3.1,-0.0,-1.7,3.5355339059327378,6512.3,-224.5,-4629.9,120.0,0.0,0,
215,task/0215.txt,20.0,5801,7,银翼,,,,,3822.2,-251.9,-4581.2,324.8,349.0,2.2,0.0,-3.4,4.049691346263317,3822.2,-251.2,-4581.2,110.0,0.0,0,,19,13,1,187.15444171850484,6.586349520029952,0,0,1,1,7649,5,疾风,20.03646675439569,-4.399999999999636,3.0999999999999943,-19.300000000000182,3817.8,-248.8,-4600.5,280.6,323.9,2.5,-5.6,-4.2,7.433034373659253,3817.8,-248.1,-4600.5,89.0,0.0,1,885,3466,7,银翼,6.586349520029952,-4.0,3.700000000000017,3.699999999999818,3818.2,-248.2,-4577.5,291.8,5.5,0.9,0.0,0.4,0.9848857801796105,3818.2,-248.2,-4577.5,110.0,0.0,0,
216,task/0216.txt,20.0,3681,3,骇爪,,,,,3768.5,-233.4,-4347.6,56.2,335.6,0.0,0.0,0.0,0.0,3768.5,-233.0,-4347.6,110.0,0.0,0,,20,14,2,212.2357884373985,12.814206883784406,0,0,1,2,3910,5,骇爪,55.406317329344695,50.80000000000018,3.0999999999999943,21.900000000000546,3819.3,-230.3,-4325.7,55.8,2.4,0.0,0.0,0.0,0.0,3819.3,-229.6,-4325.7,90.0,0.0,4,625；627；641；666,9651,3,蝶,9.047098982546846,0.900000000000091,-0.19999999999998863,9.0,3769.4,-233.6,-4338.6,30.7,0.9,0.4,0.5,0.3,0.7071067811865476,3769.4,-233.6,-4338.6,120.0,0.0,0,
217,task/0217.txt,20.0,3681,3,骇爪,,,,,3693.3,-250.3,-4521.3,48.6,0.0,0.0,0.0,0.0,0.0,3693.3,-249.7,-4521.3,90.0,0.0,13,101；102；28；29；41；44；45；46；47；48；49；50；51,20,17,2,247.8117228868914,2.031806725741345,0,0,2,2,3910,5,骇爪,162.75653596706937,149.0999999999999,2.8000000000000114,65.19999999999982,3842.4,-247.5,-4456.1,142.9,0.0,0.0,0.0,0.0,0.0,3842.4,-246.8,-4456.1,90.0,0.0,13,117；118；33；34；43；84；85；86；87；88；89；90；91,2703,3,疾风,1.6552945357246078,-1.5,0.0,0.6999999999998181,3691.8,-250.3,-4520.6,16.5,0.0,0.0,0.0,0.0,0.0,3691.8,-249.7,-4520.6,90.0,0.0,16,103；105；35；36；42；72；73；74；75；76；77；78；79；80；81；82
218,task/0218.txt,20.0,1512,4,骇爪,,,,,3825.6,-230.3,-4357.1,307.5,358.4,5.2,0.0,-6.8,8.560373823613078,3825.6,-229.6,-4357.1,90.0,0.0,6,694；698；699；703；704；710,20,15,2,383.16195427426817,92.09738245744106,0,0,0,0,6586,1,骇爪,251.65510127950895,-10.199999999999818,-29.599999999999966,-249.69999999999982,3815.4,-259.9,-4606.8,26.6,355.7,3.7,0.0,0.8,3.78549864614954,3815.4,-259.3,-4606.8,99.9,0.0,0,,9306,4,蜂医,90.90066006361062,43.90000000000009,5.600000000000023,79.40000000000055,3869.5,-224.7,-4277.7,303.8,352.8,0.1,0.0,3.3,3.3015148038438356,3869.5,-224.1,-4277.7,90.0,0.0,0,
219,task/0219.txt,20.0,6814,6,疾风,,,,,6685.6,-197.5,-4532.4,319.0,0.0,-14.2,-3.4,11.6,18.648324321504063,6685.6,-196.9,-4532.4,120.0,0.0,22,673；674；675；676；677；678；679；680；681；685；686；687；688；690；691；692；693；694；696；708；709；710,19,12,2,167.09239444429934,13.738761723997039,0,0,1,1,4147,4,露娜,27.526351011349103,27.5,-1.1999999999999886,0.0999999999994543,6713.1,-198.7,-4532.3,271.2,355.8,-0.1,0.0,3.6,3.6013886210738213,6713.1,-198.0,-4532.3,104.8,0.0,6,689；714；728；729；730；731,2001,6,蛊,5.24309069156801,0.2999999999992724,0.5999999999999943,-5.200000000000728,6685.9,-196.9,-4537.6,195.2,352.3,-6.5,6.4,0.3,9.126883367283709,6685.9,-196.2,-4537.6,120.0,0.0,1,697
220,task/0220.txt,20.0,2541,6,疾风,,,,,6805.7,-222.6,-4632.6,265.2,357.7,-0.2,0.0,-2.8,2.80713376952364,6805.7,-221.9,-4632.6,90.0,0.0,0,,16,11,1,236.48964693643546,86.79389379443708,0,0,0,0,9745,7,威龙,48.3802645714135,-6.800000000000182,0.0,-47.899999999999636,6798.9,-222.6,-4680.5,235.4,349.5,0.6,0.0,-0.4,0.7211102550927979,6798.9,-221.9,-4680.5,120.0,0.0,0,,4613,6,威龙,86.79389379443708,-43.399999999999636,3.0999999999999943,75.10000000000036,6762.3,-219.5,-4557.5,346.8,351.2,3.4,0.0,-0.9,3.517101079013795,6762.3,-218.9,-4557.5,90.0,0.0,9,626；627；628；641；644；645；646；647；655
221,task/0221.txt,20.0,5801,7,银翼,,,,,3962.5,-250.3,-4555.5,109.9,0.0,0.0,0.0,0.0,0.0,3962.5,-249.7,-4555.5,90.0,0.0,10,18；36；37；38；39；40；41；42；43；61,19,17,1,289.0128404649603,3.623534186398442,0,0,1,1,0287,3,银翼,155.2581398832282,-118.90000000000009,2.8000000000000114,99.80000000000018,3843.6,-247.5,-4455.7,140.9,0.0,0.0,0.0,0.0,0.0,3843.6,-246.8,-4455.7,90.0,0.0,8,194；195；196；197；198；199；200；6,3466,7,银翼,3.623534186398442,1.699999999999818,0.0,-3.199999999999818,3964.2,-250.3,-4558.7,109.9,0.0,0.0,0.0,0.0,0.0,3964.2,-249.7,-4558.7,90.0,0.0,9,11；62；63；64；65；66；67；68；95
222,task/0222.txt,20.0,8304,4,30008,,,,,3805.9,-247.0,-4637.9,136.5,355.2,0.1,0.0,0.1,0.14142135623730953,3805.6,-246.4,-4638.1,120.0,0.0,2,1183；1192,20,13,2,153.27276437456868,5.604164965985833,1,3,1,2,2688,8,疾风,4.92036584005709,-3.900000000000091,0.0,3.0,3802.0,-247.0,-4634.9,328.1,356.3,1.3,0.0,-2.0,2.3853720883753127,3802.0,-246.4,-4634.9,104.8,0.0,8,1184；1185；1189；1204；1205；1206；1207；1224,9956,4,骇爪,0.9999999999993633,-0.599999999999909,0.0,0.7999999999992724,3805.3,-247.0,-4637.1,105.6,0.8,0.6,0.0,0.2,0.6324555320336759,3805.3,-246.4,-4637.1,120.0,0.0,12,1195；1213；1214；1215；1216；1217；1218；1219；1220；1221；1222；1223
223,task/0223.txt,20.0,1946,6,无名,,,,,3355.1,-169.7,-7727.2,236.2,353.7,-2.2,0.0,-3.3,3.966106403010388,3355.1,-169.0,-7727.2,95.0,0.0,2,338；339,15,13,1,398.53650402232336,29.735836964847298,0,0,0,0,1177,1,比特,221.16208987979834,-23.09999999999991,14.099999999999994,-219.5,3332.0,-155.6,-7946.7,18.2,355.2,4.7,0.0,-0.1,4.701063709417264,3332.0,-155.0,-7946.7,90.0,0.0,0,,1545,6,无名,29.735836964847298,7.0,-0.10000000000002274,28.899999999999636,3362.1,-169.8,-7698.3,245.1,2.2,-2.8,0.0,-7.0,7.539230729988305,3362.1,-169.2,-7698.3,104.8,0.0,0,
224,task/0224.txt,20.0,5801,7,银翼,,,,,3962.5,-250.3,-4555.5,109.9,0.0,0.0,0.0,0.0,0.0,3962.5,-249.7,-4555.5,90.0,0.0,10,18；36；37；38；39；40；41；42；43；61,19,17,1,289.0128404649603,3.623534186398442,0,0,1,1,0287,3,银翼,155.2581398832282,-118.90000000000009,2.8000000000000114,99.80000000000018,3843.6,-247.5,-4455.7,140.9,0.0,0.0,0.0,0.0,0.0,3843.6,-246.8,-4455.7,90.0,0.0,8,194；195；196；197；198；199；200；6,3466,7,银翼,3.623534186398442,1.699999999999818,0.0,-3.199999999999818,3964.2,-250.3,-4558.7,109.9,0.0,0.0,0.0,0.0,0.0,3964.2,-249.7,-4558.7,90.0,0.0,9,11；62；63；64；65；66；67；68；95
225,task/0225.txt,20.0,0266,3,露娜,,,,,6658.2,-198.7,-4565.1,41.2,351.8,1.2,0.0,1.1,1.6278820596099708,6658.2,-198.0,-4565.1,104.8,0.0,4,972；973；974；975,18,6,2,79.10705301030785,30.2054790004927,1,3,0,1,0537,1,威龙,3.2649655434625506,0.0,2.5,-2.0999999999994543,6658.2,-196.2,-4567.2,115.3,297.7,0.5,2.7,1.1,2.9580398915498085,6658.2,-195.5,-4567.2,104.2,0.0,22,1000；1001；949；959；960；961；962；971；976；977；978；979；990；991；992；993；994；995；996；997；998；999,8028,3,露娜,17.867568385205637,5.5,0.0,17.0,6663.7,-198.7,-4548.1,270.6,3.0,0.8,0.0,0.0,0.8,6663.7,-198.0,-4548.1,104.8,0.0,2,957；958
226,task/0226.txt,20.0,8304,4,30008,,,,,3789.9,-247.0,-4602.2,197.3,348.3,-3.5,0.0,-1.1,3.6687872655688283,3789.9,-246.4,-4602.2,120.0,0.0,6,376；387；390；391；397；435,20,17,2,199.8127826990333,11.442498011186197,0,0,1,2,0997,5,无名,20.910762779009556,-16.200000000000273,-12.899999999999977,-2.9000000000005457,3773.7,-259.9,-4605.1,334.7,351.7,7.4,0.0,-3.5,8.185963596303125,3773.7,-259.3,-4605.1,90.0,0.0,0,,9956,4,骇爪,5.522680508593104,3.699999999999818,0.0,4.099999999999454,3793.6,-247.0,-4598.1,167.1,0.4,-1.0,0.0,-4.5,4.6097722286464435,3793.6,-246.4,-4598.1,120.0,0.0,3,398；402；403
227,task/0227.txt,20.0,8304,4,30008,,,,,3837.0,-254.9,-4706.6,77.9,0.0,0.0,0.0,0.0,0.0,3837.0,-254.2,-4706.6,90.0,0.0,17,13；14；20；40；41；42；43；44；45；46；47；48；49；50；51；52；53,20,17,2,267.8165504267346,4.662258736233851,0,0,2,2,2595,7,威龙,105.03494656541697,98.0,4.700000000000017,37.5,3935.0,-250.2,-4669.1,140.2,0.0,0.0,0.0,0.0,0.0,3935.0,-249.6,-4669.1,90.0,0.0,3,36；37；38,1460,4,蝶,3.7013511046641674,3.699999999999818,0.09999999999999432,0.0,3840.7,-254.8,-4706.6,77.9,0.0,0.0,0.0,0.0,0.0,3840.7,-254.1,-4706.6,90.0,0.0,2,18；19
228,task/0228.txt,20.0,6625,7,威龙,,,,,3847.0,-254.8,-4692.3,185.8,352.2,-7.3,0.0,-0.8,7.343704787094863,3847.0,-254.2,-4692.3,90.0,0.0,0,,20,10,1,308.601125973427,58.90144310626004,0,0,0,0,1111,1,银翼,92.60961073236426,37.90000000000009,5.800000000000011,-84.30000000000018,3884.9,-249.0,-4776.6,343.9,342.6,0.0,0.0,0.0,0.0,3884.9,-248.3,-4776.6,90.0,0.0,0,,6266,7,威龙,58.90144310626004,-33.69999999999982,8.800000000000011,-47.5,3813.3,-246.0,-4739.8,82.1,341.6,0.5,0.0,3.9,3.9319206502674997,3813.3,-245.4,-4739.8,84.0,0.0,0,
229,task/0229.txt,20.0,5268,4,威龙,,,,,6781.7,-222.2,-4620.2,94.8,5.3,-1.0,2.1,11.5,11.732859838931,6781.7,-221.5,-4620.2,104.8,0.0,19,257；258；259；260；261；264；267；268；269；270；284；285；286；287；288；301；302；303；304,16,13,2,296.63460820696775,15.465689557656589,0,0,1,1,3030,7,露娜,150.4830555245337,83.30000000000018,7.5,125.09999999999945,6865.0,-214.7,-4495.1,284.4,354.0,-0.5,0.0,-0.1,0.5099019513592785,6865.0,-214.1,-4495.1,18.9,0.0,2,240；248,6533,4,露娜,4.273172123843896,-1.699999999999818,-0.4000000000000057,3.899999999999636,6780.0,-222.6,-4616.3,106.6,357.2,-1.4,0.9,4.6,4.891829923454003,6780.0,-221.9,-4616.3,120.0,0.0,5,251；253；262；265；266
230,task/0230.txt,19.95,9061,4,蝶,,,,,6752.7,-219.5,-4486.2,187.2,349.6,-7.1,0.0,-0.9,7.1568149340331555,6752.7,-218.8,-4486.2,90.0,0.0,7,364；365；369；370；371；402；403,18,14,2,142.05966552163278,5.816725047258233,0,1,2,2,2297,2,银翼,18.765127231116658,-11.199999999999818,1.3000000000000114,-15.0,6741.5,-218.2,-4501.2,141.3,338.9,0.4,0.0,-2.7,2.7294688127912363,6741.5,-217.6,-4501.2,82.8,0.0,9,385；389；390；391；397；398；399；400；401,7525,4,露娜,5.532630477449162,-5.5,0.0,0.5999999999994543,6747.2,-219.5,-4485.6,109.6,0.0,0.0,0.0,0.0,0.0,6747.2,-218.8,-4485.6,90.0,0.0,1,405
231,task/0231.txt,19.95,5801,7,银翼,,,,,3830.7,-247.7,-4575.1,169.8,352.7,0.0,0.0,0.0,0.0,3830.7,-247.1,-4575.1,110.0,0.0,0,,19,13,1,210.43505328910544,3.414674215792424,0,0,1,1,8515,5,骇爪,48.08107735897732,-43.09999999999991,0.6999999999999886,-21.299999999999272,3787.6,-247.0,-4596.4,166.0,349.1,-2.2,0.0,0.6,2.280350850198276,3787.6,-246.4,-4596.4,100.0,0.0,0,,3466,7,银翼,3.414674215792424,0.1000000000003638,-0.30000000000001137,-3.399999999999636,3830.8,-248.0,-4578.5,149.9,356.7,0.0,0.0,0.0,0.0,3830.8,-248.1,-4578.5,88.4,0.0,0,
232,task/0232.txt,20.0,5268,4,威龙,,,,,6547.1,-224.7,-4678.6,341.5,3.4,8.5,-4.9,2.0,10.012991560967182,6547.1,-224.1,-4678.6,104.8,0.0,10,824；825；826；827；828；829；830；831；832；833,16,5,2,126.78917666415592,74.77289654984779,0,0,0,0,0573,1,疾风,23.762996444050643,15.599999999999454,3.3999999999999773,-17.599999999999454,6562.7,-221.3,-4696.2,148.1,350.2,-1.7,-0.0,0.6,1.8027756377319946,6562.7,-220.7,-4696.2,77.3,0.0,1,823,6533,4,露娜,44.190157275122104,-24.0,-0.6000000000000227,37.100000000000364,6523.1,-225.3,-4641.5,319.5,4.9,0.9,0.1,1.0,1.3490737563232043,6523.0,-224.9,-4641.5,120.0,0.0,2,834；835
233,task/0233.txt,20.0,7099,3,露娜,,,,,6645.9,-209.2,-4505.8,265.5,360.0,0.0,0.0,0.0,0.0,6645.9,-208.6,-4505.8,100.3,0.0,0,,18,11,1,132.80380868732183,0.8944271910003226,0,2,1,1,0151,1,30008,18.093645293306842,3.2000000000007276,-6.700000000000017,-16.5,6649.1,-215.9,-4522.3,293.1,0.0,0.0,0.0,0.0,0.0,6649.1,-215.3,-4522.3,85.0,0.0,0,,0878,3,威龙,0.8944271910003226,0.4000000000005457,0.0,-0.8000000000001819,6646.3,-209.2,-4506.6,355.5,0.0,0.0,0.0,0.0,0.0,6646.3,-208.6,-4506.6,90.0,0.0,1,1172
234,task/0234.txt,20.0,5801,7,银翼,,,,,3846.2,-253.9,-4583.3,161.9,349.7,-2.1,0.0,0.7,2.2135943621178655,3846.2,-253.3,-4583.3,110.0,0.0,0,,19,17,1,198.64923776653356,5.141984052872934,0,0,1,1,7649,5,疾风,69.77950988649842,-66.89999999999964,6.900000000000006,-18.599999999999454,3779.3,-247.0,-4601.9,48.5,333.3,0.0,0.0,0.0,0.0,3779.3,-246.4,-4601.9,89.0,0.0,0,,3466,7,银翼,5.141984052872934,5.0,0.0,1.199999999999818,3851.2,-253.9,-4582.1,208.5,350.3,0.0,0.0,0.0,0.0,3851.2,-253.3,-4582.1,110.0,0.0,0,
235,task/0235.txt,20.0,0853,6,威龙,,,,,3410.7,-180.4,-7624.0,171.1,347.2,-0.2,0.0,0.0,0.2,3410.7,-179.8,-7624.0,89.9,0.0,6,1135；1136；1137；1138；1139；1141,13,9,0,383.2019980290473,,0,0,0,0,1790,5,银翼,301.2322691877484,49.0,15.800000000000011,-296.8000000000002,3459.7,-164.6,-7920.8,37.5,350.1,3.4,-0.1,1.1,3.5749125863438955,3459.7,-164.0,-7920.8,90.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,0,
236,task/0236.txt,20.0,8304,4,30008,,,,,3814.8,-247.0,-4626.0,105.1,359.8,0.0,0.0,0.0,0.0,3814.5,-246.4,-4626.1,120.0,0.0,1,956,20,13,2,157.30079088610995,17.196821938688444,0,0,0,2,1981,5,无名,24.964775184246953,20.799999999999727,-8.599999999999994,-10.800000000000182,3835.6,-255.6,-4636.8,285.6,2.8,0.0,0.0,0.0,0.0,3835.6,-255.7,-4636.8,90.8,0.0,0,,1460,4,蝶,17.057842770995585,-15.600000000000364,0.0,-6.899999999999636,3799.2,-247.0,-4632.9,57.1,0.6,0.0,0.0,0.0,0.0,3799.6,-246.4,-4633.1,40.0,0.0,1,955
237,task/0237.txt,20.0,6618,5,银翼,,,,,6622.3,-220.8,-4425.9,253.4,354.9,-0.7,0.0,-2.3,2.4041630560342613,6622.3,-220.2,-4425.9,120.0,0.0,0,,17,15,1,262.90066183102374,1.4560219778559038,0,0,1,1,6243,6,疾风,173.80992491799742,126.59999999999945,8.300000000000011,-118.80000000000018,6748.9,-212.5,-4544.7,333.2,341.3,-1.1,0.0,-2.0,2.2825424421026654,6748.9,-211.8,-4544.7,120.0,0.0,0,,0691,5,蜂医,1.4560219778559038,1.3999999999996362,0.0,-0.4000000000005457,6623.7,-220.8,-4426.3,279.7,357.6,0.7,0.0,-4.2,4.257933771208753,6623.7,-220.2,-4426.3,120.0,0.0,3,350；351；352
238,task/0238.txt,20.0,1723,8,骇爪,,,,,3627.1,-245.4,-4716.0,342.7,355.1,0.8,0.0,-0.7,1.063014581273465,3627.1,-245.0,-4716.0,99.0,0.0,0,,19,8,2,392.53894083025864,2.958926414770434,0,0,2,2,0287,3,银翼,205.74945929455077,174.5999999999999,3.200000000000017,-108.80000000000018,3801.7,-242.2,-4824.8,244.5,8.5,0.0,0.0,0.0,0.0,3801.7,-242.2,-4824.8,110.0,0.0,1,1385,1397,8,比特,2.002498439450276,1.900000000000091,0.20000000000001705,0.6000000000003638,3629.0,-245.2,-4715.4,177.1,350.5,-1.9,0.0,0.1,1.9026297590440446,3629.0,-244.5,-4715.4,120.0,0.0,1,1375
239,task/0239.txt,20.0,8823,5,蜂医,,,,,6741.0,-218.2,-4505.3,281.2,357.8,-1.3,0.0,-5.6,5.748912940721924,6741.0,-217.6,-4505.3,120.0,0.0,5,973；974；975；976；977,18,3,2,12.511682697281145,18.712910081972414,0,3,0,1,0274,1,威龙,11.494781424628947,3.600000000000364,0.5999999999999943,-10.899999999999636,6744.6,-217.6,-4516.2,311.5,354.4,5.2,5.2,-7.1,10.222035022440492,6744.6,-216.9,-4516.2,73.1,0.0,4,981；993；994；995,7434,5,露娜,16.902662512160823,1.1000000000003638,1.5,16.800000000000182,6742.1,-216.7,-4488.5,249.5,18.4,-0.4,-1.2,-1.2,1.7435595774162693,6742.1,-216.1,-4488.5,89.9,0.0,26,935；936；937；938；939；940；941；942；945；946；947；948；949；950；951；956；957；958；959；960；961；962；963；964；965；966
240,task/0240.txt,20.0,1723,8,骇爪,,,,,3620.2,-249.3,-4719.9,201.6,317.6,-0.4,0.0,0.1,0.4123105625617661,3620.2,-248.7,-4719.9,99.0,0.0,0,,19,8,2,404.80753203812986,8.971848186807538,0,0,2,2,0287,3,银翼,229.32252397006332,203.70000000000027,5.300000000000011,-105.20000000000073,3823.9,-244.0,-4825.1,168.4,352.1,-9.9,4.3,6.9,12.81054253339803,3823.9,-243.4,-4825.1,90.0,0.0,0,,1397,8,比特,8.810788840961353,8.100000000000364,1.9000000000000057,-2.9000000000005457,3628.3,-247.4,-4722.8,82.1,346.2,0.0,0.0,0.1,0.1,3628.3,-246.8,-4722.8,120.0,0.0,0,
241,task/0241.txt,20.0,1723,8,骇爪,,,,,3651.4,-247.3,-4419.9,35.0,345.4,-2.9,0.0,3.3,4.393176527297759,3651.4,-246.7,-4419.9,99.0,0.0,0,,20,6,2,229.3888139982304,2.435326959112707,0,0,2,2,8515,5,骇爪,160.96956234021366,146.4000000000001,4.0,66.79999999999927,3797.8,-243.3,-4353.1,345.7,359.0,-1.4,0.0,0.4,1.4560219778561034,3797.8,-242.6,-4353.1,100.0,0.0,9,1715；1716；1717；1718；1719；1720；1721；1722；1725,4714,8,红狼,2.370653918225414,1.099999999999909,0.0,2.0999999999994543,3652.5,-247.3,-4417.8,137.1,342.3,-4.9,0.0,0.2,4.904079934095692,3652.5,-246.7,-4417.8,95.0,0.0,0,
242,task/0242.txt,20.0,8184,2,骇爪,,,,,3657.8,-250.7,-4718.8,282.8,349.0,0.0,0.0,0.0,0.0,3657.8,-250.0,-4718.8,100.0,0.0,0,,20,13,2,227.88003322582603,20.700237612415467,0,0,1,1,9267,1,红狼,109.32108671249117,-71.90000000000009,11.799999999999983,-81.5,3585.9,-238.9,-4800.3,50.0,0.0,0.0,0.0,0.0,0.0,3585.9,-238.2,-4800.3,90.0,0.0,0,,6138,2,比特,8.525256594378966,1.199999999999818,5.0,6.800000000000182,3659.0,-245.7,-4712.0,8.2,351.9,0.0,0.0,0.0,0.0,3659.0,-245.7,-4712.0,78.9,0.0,0,
243,task/0243.txt,19.95,7202,5,威龙,,,,,6474.6,-219.1,-4637.0,45.7,357.7,0.4,0.0,-0.5,0.6403124237432849,6474.6,-218.5,-4637.0,92.3,0.0,10,239；240；241；242；250；255；256；257；258；263,17,14,2,351.8389307309476,21.852822397098087,0,0,1,1,0565,1,乌鲁鲁,107.0668015773327,-21.300000000000182,-10.5,104.39999999999964,6453.3,-229.6,-4532.6,253.4,324.9,0.0,0.0,0.0,0.0,6453.3,-229.2,-4532.6,90.0,0.0,9,278；279；282；283；284；285；286；287；288,3764,5,蝶,0.2999999999992724,0.2999999999992724,0.0,0.0,6474.9,-219.1,-4637.0,48.4,351.0,5.7,0.0,2.6,6.264982043070834,6474.9,-218.5,-4637.0,104.2,0.0,0,
244,task/0244.txt,20.0,1470,6,红狼,,,,,6680.7,-196.8,-4519.0,186.8,330.2,0.0,0.0,0.0,0.0,6680.7,-196.2,-4519.0,90.0,0.0,3,937；938；941,18,6,2,184.28518294546396,10.52109373693747,0,0,0,2,8728,3,30008,49.31227027829866,-30.399999999999636,-22.69999999999999,31.5,6650.3,-219.5,-4487.5,232.2,328.0,0.0,0.0,0.0,0.0,6650.3,-218.8,-4487.5,83.6,0.0,1,944,5358,6,露娜,10.392304845413312,2.800000000000182,-0.39999999999997726,-10.0,6683.5,-197.2,-4529.0,342.0,337.4,5.1,-0.1,-2.2,5.55517776493246,6683.5,-196.5,-4529.0,106.2,0.0,4,918；919；920；936
245,task/0245.txt,20.0,4560,1,红狼,,,,,6763.7,-221.6,-4342.8,325.8,344.9,0.0,0.0,0.0,0.0,6763.7,-221.6,-4342.8,90.0,0.0,0,,16,15,0,261.86755291725103,,0,0,0,0,8170,6,乌鲁鲁,134.46612956428842,114.5,0.799999999999983,70.5,6878.2,-220.8,-4272.3,132.3,8.0,0.0,0.0,0.0,0.0,6878.2,-220.2,-4272.3,90.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,0,
246,task/0246.txt,20.0,1946,6,无名,,,,,3383.8,-169.9,-7767.1,271.7,357.0,2.8,0.0,-7.0,7.539230729988305,3383.8,-169.2,-7767.1,95.0,0.0,1,507,15,13,1,336.6841298678471,23.493190502782063,0,0,0,0,1177,1,比特,127.87673752485189,-2.200000000000273,13.900000000000006,-127.09999999999945,3381.6,-156.0,-7894.2,88.1,355.7,0.0,0.0,0.0,0.0,3381.9,-155.3,-7894.1,36.9,0.0,0,,1545,6,无名,23.493190502782063,-17.200000000000273,0.30000000000001137,16.0,3366.6,-169.6,-7751.1,330.8,355.9,2.8,-0.5,-1.6,3.263433774416144,3366.6,-168.9,-7751.0,104.8,0.0,1,506
247,task/0247.txt,19.95,1723,8,骇爪,,,,,3597.9,-239.9,-4403.1,218.8,2.3,0.0,0.0,0.0,0.0,3597.9,-240.0,-4403.1,95.2,0.0,0,,19,5,2,296.95506306325285,3.878575281942469,0,0,2,2,5190,2,50003,252.24801287621682,240.9000000000001,60.5,44.0,3838.8,-179.4,-4359.1,358.8,2.7,0.0,0.0,0.0,0.0,3838.8,-178.8,-4359.1,90.0,0.0,1,2059,1397,8,比特,2.4083189157585347,-1.599999999999909,0.0,1.800000000000182,3596.3,-239.9,-4401.3,296.7,342.3,0.0,0.0,0.0,0.0,3596.3,-240.0,-4401.3,95.2,0.0,0,
248,task/0248.txt,20.0,3064,5,露娜,,,,,6714.2,-198.7,-4540.3,203.3,359.6,0.6,0.0,1.7,1.8027756377319946,6714.2,-198.0,-4540.3,110.4,0.0,5,624；645；650；651；652,16,11,2,189.82366089546002,24.151510543108735,0,0,0,0,7467,6,露娜,21.02974084481309,-20.0,0.0,-6.5,6694.2,-198.7,-4546.8,17.5,359.3,0.7,0.0,-2.4,2.5,6694.3,-198.1,-4547.2,110.0,0.0,1,618,0722,5,威龙,21.455302374937588,-18.300000000000182,0.0,-11.199999999999818,6695.9,-198.7,-4551.5,69.0,352.3,0.0,0.0,0.0,0.0,6695.9,-198.1,-4551.5,104.7,0.0,11,591；595；596；597；632；633；634；635；636；637；638
249,task/0249.txt,20.0,5801,7,银翼,,,,,3830.5,-248.2,-4575.0,285.5,356.7,0.0,0.0,0.0,0.0,3830.5,-248.2,-4575.0,110.0,0.0,1,741,19,13,1,180.71477143874338,11.825819210524012,0,0,0,1,0690,5,骇爪,51.78358813369336,-37.30000000000018,1.1999999999999886,-35.899999999999636,3793.2,-247.0,-4610.9,97.2,0.2,-0.4,0.0,4.7,4.7169905660283025,3793.2,-246.4,-4610.9,101.9,0.0,1,727,3466,7,银翼,11.825819210524012,-11.599999999999909,0.0,-2.300000000000182,3818.9,-248.2,-4577.3,266.6,11.0,0.0,0.0,0.0,0.0,3818.9,-248.2,-4577.3,84.4,0.0,1,729
